# -------------------------------------------------------
# Code       ; L0123003
# Name       ; Flashy River at Bubry Creek
# Area (km2) ; 920
# Units      ; YYYYMMDDHH ; l/s ; mm/h ; mm/h ; degC ; mm/h
# -------------------------------------------------------
      Date;       Q;     Qmm;    Ptot;    Temp;      PE
2005071005;    3287;  0.0129;  0.0000; -9.9900;  0.0000
2005071006;    3316;  0.0130;  0.0000; -9.9900;  0.0000
2005071007;    3340;  0.0131;  0.0000; -9.9900;  0.1300
2005071008;    3340;  0.0131;  0.0000; -9.9900;  0.2400
2005071009;    3340;  0.0131;  0.0000; -9.9900;  0.3000
2005071010;    3340;  0.0131;  0.0000; -9.9900;  0.3700
2005071011;    3345;  0.0131;  0.0000; -9.9900;  0.4200
2005071012;    3420;  0.0134;  0.0000; -9.9900;  0.4400
2005071013;    3426;  0.0134;  0.0000; -9.9900;  0.4400
2005071014;    3608;  0.0141;  0.0000; -9.9900;  0.4200
2005071015;    3614;  0.0141;  0.0000; -9.9900;  0.3700
2005071016;    3190;  0.0125;  0.0000; -9.9900;  0.3000
2005071017;    3245;  0.0127;  0.0000; -9.9900;  0.2400
2005071018;    3282;  0.0128;  0.0000; -9.9900;  0.1300
2005071019;    3293;  0.0129;  0.0000; -9.9900;  0.0000
2005071020;    3280;  0.0128;  0.0000; -9.9900;  0.0000
2005071021;    3267;  0.0128;  0.0000; -9.9900;  0.0000
2005071022;    3253;  0.0127;  0.0000; -9.9900;  0.0000
2005071023;    3240;  0.0127;  0.0000; -9.9900;  0.0000
2005071100;    3227;  0.0126;  0.0000; -9.9900;  0.0000
2005071101;    3213;  0.0126;  0.0000; -9.9900;  0.0000
2005071102;    3200;  0.0125;  0.0000; -9.9900;  0.0000
2005071103;    3196;  0.0125;  0.0000; -9.9900;  0.0000
2005071104;    3215;  0.0126;  0.0000; -9.9900;  0.0000
2005071105;    3236;  0.0127;  0.0000; -9.9900;  0.0000
2005071106;    3256;  0.0127;  0.0000; -9.9900;  0.0000
2005071107;    3276;  0.0128;  0.0000; -9.9900;  0.1500
2005071108;    3296;  0.0129;  0.0000; -9.9900;  0.2600
2005071109;    3304;  0.0129;  0.0000; -9.9900;  0.3300
2005071110;    3247;  0.0127;  0.0000; -9.9900;  0.4100
2005071111;    3315;  0.0130;  0.0000; -9.9900;  0.4600
2005071112;    3357;  0.0131;  0.0000; -9.9900;  0.4900
2005071113;    3285;  0.0129;  0.0000; -9.9900;  0.4900
2005071114;    3319;  0.0130;  0.0000; -9.9900;  0.4600
2005071115;    3322;  0.0130;  0.0000; -9.9900;  0.4100
2005071116;    3299;  0.0129;  0.0000; -9.9900;  0.3300
2005071117;    3276;  0.0128;  0.0000; -9.9900;  0.2600
2005071118;    3252;  0.0127;  0.0000; -9.9900;  0.1500
2005071119;    3229;  0.0126;  0.0000; -9.9900;  0.0000
2005071120;    3205;  0.0125;  0.0000; -9.9900;  0.0000
2005071121;    3184;  0.0125;  0.0000; -9.9900;  0.0000
2005071122;    3187;  0.0125;  0.0000; -9.9900;  0.0000
2005071123;    3194;  0.0125;  0.0000; -9.9900;  0.0000
2005071200;    3201;  0.0125;  0.0000; -9.9900;  0.0000
2005071201;    3208;  0.0126;  0.0000; -9.9900;  0.0000
2005071202;    3215;  0.0126;  0.0000; -9.9900;  0.0000
2005071203;    3222;  0.0126;  0.0000; -9.9900;  0.0000
2005071204;    3229;  0.0126;  0.0000; -9.9900;  0.0000
2005071205;    3236;  0.0127;  0.0000; -9.9900;  0.0000
2005071206;    3243;  0.0127;  0.0000; -9.9900;  0.0000
2005071207;    3250;  0.0127;  0.0000; -9.9900;  0.1600
2005071208;    3257;  0.0127;  0.0000; -9.9900;  0.2900
2005071209;    3255;  0.0127;  0.0000; -9.9900;  0.3600
2005071210;    3314;  0.0130;  0.0000; -9.9900;  0.4500
2005071211;    3236;  0.0127;  0.0000; -9.9900;  0.5100
2005071212;    3269;  0.0128;  0.0000; -9.9900;  0.5400
2005071213;    3301;  0.0129;  0.0000; -9.9900;  0.5400
2005071214;    3296;  0.0129;  0.0000; -9.9900;  0.5100
2005071215;    3240;  0.0127;  0.0000; -9.9900;  0.4500
2005071216;    3183;  0.0125;  0.0000; -9.9900;  0.3600
2005071217;    3142;  0.0123;  0.0000; -9.9900;  0.2900
2005071218;    3141;  0.0123;  0.0000; -9.9900;  0.1600
2005071219;    3142;  0.0123;  0.0000; -9.9900;  0.0000
2005071220;    3143;  0.0123;  0.0000; -9.9900;  0.0000
2005071221;    3144;  0.0123;  0.0000; -9.9900;  0.0000
2005071222;    3144;  0.0123;  0.0000; -9.9900;  0.0000
2005071223;    3145;  0.0123;  0.0000; -9.9900;  0.0000
2005071300;    3146;  0.0123;  0.0000; -9.9900;  0.0000
2005071301;    3147;  0.0123;  0.0500; -9.9900;  0.0000
2005071302;    3148;  0.0123;  0.0300; -9.9900;  0.0000
2005071303;    3149;  0.0123;  0.0000; -9.9900;  0.0000
2005071304;    3150;  0.0123;  0.0300; -9.9900;  0.0000
2005071305;    3169;  0.0124;  0.0900; -9.9900;  0.0000
2005071306;    3208;  0.0126;  0.2000; -9.9900;  0.0000
2005071307;    3247;  0.0127;  0.2000; -9.9900;  0.1500
2005071308;    3286;  0.0129;  0.3500; -9.9900;  0.2700
2005071309;    3325;  0.0130;  0.2300; -9.9900;  0.3400
2005071310;    3352;  0.0131;  0.0100; -9.9900;  0.4200
2005071311;    3329;  0.0130;  0.0000; -9.9900;  0.4700
2005071312;    3301;  0.0129;  0.0000; -9.9900;  0.5000
2005071313;    3273;  0.0128;  0.0000; -9.9900;  0.5000
2005071314;    3244;  0.0127;  0.0000; -9.9900;  0.4700
2005071315;    3216;  0.0126;  0.0000; -9.9900;  0.4200
2005071316;    3201;  0.0125;  0.0000; -9.9900;  0.3400
2005071317;    3244;  0.0127;  0.0000; -9.9900;  0.2700
2005071318;    3272;  0.0128;  0.0000; -9.9900;  0.1500
2005071319;    3277;  0.0128;  0.0000; -9.9900;  0.0000
2005071320;    3281;  0.0128;  0.0000; -9.9900;  0.0000
2005071321;    3286;  0.0129;  0.0000; -9.9900;  0.0000
2005071322;    3290;  0.0129;  0.0000; -9.9900;  0.0000
2005071323;    3295;  0.0129;  0.0500; -9.9900;  0.0000
2005071400;    3300;  0.0129;  0.0000; -9.9900;  0.0000
2005071401;    3304;  0.0129;  0.0200; -9.9900;  0.0000
2005071402;    3309;  0.0129;  0.0000; -9.9900;  0.0000
2005071403;    3313;  0.0130;  0.0600; -9.9900;  0.0000
2005071404;    3318;  0.0130;  0.0000; -9.9900;  0.0000
2005071405;    3322;  0.0130;  0.0000; -9.9900;  0.0000
2005071406;    3327;  0.0130;  0.0000; -9.9900;  0.0000
2005071407;    3332;  0.0130;  0.0000; -9.9900;  0.1500
2005071408;    3336;  0.0131;  0.0000; -9.9900;  0.2700
2005071409;    3338;  0.0131;  0.0000; -9.9900;  0.3500
2005071410;    3330;  0.0130;  0.0000; -9.9900;  0.4300
2005071411;    3347;  0.0131;  0.0000; -9.9900;  0.4800
2005071412;    3362;  0.0132;  0.0000; -9.9900;  0.5100
2005071413;    3311;  0.0130;  0.0000; -9.9900;  0.5100
2005071414;    3285;  0.0129;  0.0000; -9.9900;  0.4800
2005071415;    3264;  0.0128;  0.0000; -9.9900;  0.4300
2005071416;    3224;  0.0126;  0.0000; -9.9900;  0.3500
2005071417;    3186;  0.0125;  0.0000; -9.9900;  0.2700
2005071418;    3151;  0.0123;  0.0000; -9.9900;  0.1500
2005071419;    3172;  0.0124;  0.0000; -9.9900;  0.0000
2005071420;    3211;  0.0126;  0.0000; -9.9900;  0.0000
2005071421;    3222;  0.0126;  0.0000; -9.9900;  0.0000
2005071422;    3206;  0.0125;  0.1000; -9.9900;  0.0000
2005071423;    3263;  0.0128;  0.4600; -9.9900;  0.0000
2005071500;    3536;  0.0138;  2.0700; -9.9900;  0.0000
2005071501;    3480;  0.0136;  0.9700; -9.9900;  0.0000
2005071502;    3400;  0.0133;  0.2100; -9.9900;  0.0000
2005071503;    3355;  0.0131;  0.0100; -9.9900;  0.0000
2005071504;    3394;  0.0133;  0.0200; -9.9900;  0.0000
2005071505;    3438;  0.0135;  0.0000; -9.9900;  0.0000
2005071506;    3441;  0.0135;  0.0000; -9.9900;  0.0000
2005071507;    3404;  0.0133;  0.0000; -9.9900;  0.1600
2005071508;    3371;  0.0132;  0.0000; -9.9900;  0.2800
2005071509;    3405;  0.0133;  0.0000; -9.9900;  0.3600
2005071510;    3459;  0.0135;  0.0000; -9.9900;  0.4400
2005071511;    3452;  0.0135;  0.0000; -9.9900;  0.4900
2005071512;    3479;  0.0136;  0.0000; -9.9900;  0.5300
2005071513;    3501;  0.0137;  0.0000; -9.9900;  0.5300
2005071514;    3501;  0.0137;  0.0000; -9.9900;  0.4900
2005071515;    3453;  0.0135;  0.0000; -9.9900;  0.4400
2005071516;    3368;  0.0132;  0.0000; -9.9900;  0.3600
2005071517;    3385;  0.0132;  0.0000; -9.9900;  0.2800
2005071518;    3403;  0.0133;  0.0000; -9.9900;  0.1600
2005071519;    3421;  0.0134;  0.0000; -9.9900;  0.0000
2005071520;    3436;  0.0134;  0.0000; -9.9900;  0.0000
2005071521;    3433;  0.0134;  0.0000; -9.9900;  0.0000
2005071522;    3426;  0.0134;  0.0000; -9.9900;  0.0000
2005071523;    3419;  0.0134;  0.0000; -9.9900;  0.0000
2005071600;    3412;  0.0134;  0.0000; -9.9900;  0.0000
2005071601;    3405;  0.0133;  0.0000; -9.9900;  0.0000
2005071602;    3403;  0.0133;  0.0300; -9.9900;  0.0000
2005071603;    3413;  0.0134;  0.0000; -9.9900;  0.0000
2005071604;    3422;  0.0134;  0.0700; -9.9900;  0.0000
2005071605;    3431;  0.0134;  0.0000; -9.9900;  0.0000
2005071606;    3442;  0.0135;  0.0000; -9.9900;  0.0000
2005071607;    3451;  0.0135;  0.0000; -9.9900;  0.1700
2005071608;    3463;  0.0136;  0.0000; -9.9900;  0.3000
2005071609;    3488;  0.0136;  0.0000; -9.9900;  0.3900
2005071610;    3515;  0.0138;  0.0000; -9.9900;  0.4800
2005071611;    3520;  0.0138;  0.0000; -9.9900;  0.5400
2005071612;    3514;  0.0138;  0.0000; -9.9900;  0.5700
2005071613;    3473;  0.0136;  0.0000; -9.9900;  0.5700
2005071614;    3409;  0.0133;  0.0000; -9.9900;  0.5400
2005071615;    3397;  0.0133;  0.0000; -9.9900;  0.4800
2005071616;    3384;  0.0132;  0.0000; -9.9900;  0.3900
2005071617;    3371;  0.0132;  0.0000; -9.9900;  0.3000
2005071618;    3358;  0.0131;  0.0000; -9.9900;  0.1700
2005071619;    3345;  0.0131;  0.0000; -9.9900;  0.0000
2005071620;    3333;  0.0130;  0.0000; -9.9900;  0.0000
2005071621;    3322;  0.0130;  0.0000; -9.9900;  0.0000
2005071622;    3323;  0.0130;  0.4300; -9.9900;  0.0000
2005071623;    3326;  0.0130;  0.8200; -9.9900;  0.0000
2005071700;    3329;  0.0130;  0.0000; -9.9900;  0.0000
2005071701;    3333;  0.0130;  0.0000; -9.9900;  0.0000
2005071702;    3336;  0.0131;  0.0000; -9.9900;  0.0000
2005071703;    3339;  0.0131;  0.0000; -9.9900;  0.0000
2005071704;    3342;  0.0131;  0.0000; -9.9900;  0.0000
2005071705;    3345;  0.0131;  0.0400; -9.9900;  0.0000
2005071706;    3349;  0.0131;  0.0000; -9.9900;  0.0000
2005071707;    3352;  0.0131;  0.0000; -9.9900;  0.1300
2005071708;    3355;  0.0131;  0.0000; -9.9900;  0.2200
2005071709;    3358;  0.0131;  0.0000; -9.9900;  0.2800
2005071710;    3329;  0.0130;  0.0000; -9.9900;  0.3500
2005071711;    3265;  0.0128;  0.0000; -9.9900;  0.4000
2005071712;    3297;  0.0129;  0.0000; -9.9900;  0.4200
2005071713;    3262;  0.0128;  0.0000; -9.9900;  0.4200
2005071714;    3228;  0.0126;  0.0000; -9.9900;  0.4000
2005071715;    3227;  0.0126;  0.0000; -9.9900;  0.3500
2005071716;    3259;  0.0128;  0.1300; -9.9900;  0.2800
2005071717;    3249;  0.0127;  0.0000; -9.9900;  0.2200
2005071718;    3221;  0.0126;  0.0000; -9.9900;  0.1300
2005071719;    3193;  0.0125;  0.0000; -9.9900;  0.0000
2005071720;    3165;  0.0124;  0.0000; -9.9900;  0.0000
2005071721;    3137;  0.0123;  0.0700; -9.9900;  0.0000
2005071722;    3111;  0.0122;  0.0000; -9.9900;  0.0000
2005071723;    3140;  0.0123;  0.0000; -9.9900;  0.0000
2005071800;    3172;  0.0124;  0.0000; -9.9900;  0.0000
2005071801;    3111;  0.0122;  0.0000; -9.9900;  0.0000
2005071802;    3078;  0.0120;  0.0000; -9.9900;  0.0000
2005071803;    3127;  0.0122;  0.0000; -9.9900;  0.0000
2005071804;    3125;  0.0122;  0.0000; -9.9900;  0.0000
2005071805;    3107;  0.0122;  0.0000; -9.9900;  0.0000
2005071806;    3089;  0.0121;  0.0000; -9.9900;  0.0000
2005071807;    3071;  0.0120;  0.0000; -9.9900;  0.1200
2005071808;    3053;  0.0119;  0.0000; -9.9900;  0.2100
2005071809;    3035;  0.0119;  0.0000; -9.9900;  0.2700
2005071810;    3083;  0.0121;  0.0000; -9.9900;  0.3300
2005071811;    3090;  0.0121;  0.0000; -9.9900;  0.3700
2005071812;    3054;  0.0120;  0.0000; -9.9900;  0.4000
2005071813;    3016;  0.0118;  0.0000; -9.9900;  0.4000
2005071814;    2980;  0.0117;  0.0000; -9.9900;  0.3700
2005071815;    2931;  0.0115;  0.0000; -9.9900;  0.3300
2005071816;    2909;  0.0114;  0.0000; -9.9900;  0.2700
2005071817;    2879;  0.0113;  0.0000; -9.9900;  0.2100
2005071818;    2902;  0.0114;  0.0000; -9.9900;  0.1200
2005071819;    2928;  0.0115;  0.0000; -9.9900;  0.0000
2005071820;    2954;  0.0116;  0.0000; -9.9900;  0.0000
2005071821;    2972;  0.0116;  0.0000; -9.9900;  0.0000
2005071822;    2945;  0.0115;  0.0000; -9.9900;  0.0000
2005071823;    2916;  0.0114;  0.0000; -9.9900;  0.0000
2005071900;    2926;  0.0114;  0.0000; -9.9900;  0.0000
2005071901;    2942;  0.0115;  0.0000; -9.9900;  0.0000
2005071902;    2958;  0.0116;  0.0000; -9.9900;  0.0000
2005071903;    2974;  0.0116;  0.0000; -9.9900;  0.0000
2005071904;    2989;  0.0117;  0.0000; -9.9900;  0.0000
2005071905;    3002;  0.0117;  0.0000; -9.9900;  0.0000
2005071906;    3009;  0.0118;  0.0000; -9.9900;  0.0000
2005071907;    3016;  0.0118;  0.0000; -9.9900;  0.1400
2005071908;    3030;  0.0119;  0.0000; -9.9900;  0.2500
2005071909;    3058;  0.0120;  0.0000; -9.9900;  0.3200
2005071910;    3020;  0.0118;  0.0000; -9.9900;  0.3900
2005071911;    3061;  0.0120;  0.0000; -9.9900;  0.4400
2005071912;    3041;  0.0119;  0.0000; -9.9900;  0.4700
2005071913;    3006;  0.0118;  0.0000; -9.9900;  0.4700
2005071914;    3053;  0.0119;  0.0000; -9.9900;  0.4400
2005071915;    2992;  0.0117;  0.0000; -9.9900;  0.3900
2005071916;    2975;  0.0116;  0.0000; -9.9900;  0.3200
2005071917;    2981;  0.0117;  0.0000; -9.9900;  0.2500
2005071918;    2988;  0.0117;  0.0000; -9.9900;  0.1400
2005071919;    2979;  0.0117;  0.0000; -9.9900;  0.0000
2005071920;    2961;  0.0116;  0.0000; -9.9900;  0.0000
2005071921;    2944;  0.0115;  0.0000; -9.9900;  0.0000
2005071922;    2927;  0.0115;  0.0000; -9.9900;  0.0000
2005071923;    2910;  0.0114;  0.0000; -9.9900;  0.0000
2005072000;    2893;  0.0113;  0.0000; -9.9900;  0.0000
2005072001;    2876;  0.0113;  0.0000; -9.9900;  0.0000
2005072002;    2864;  0.0112;  0.0000; -9.9900;  0.0000
2005072003;    2874;  0.0112;  0.0000; -9.9900;  0.0000
2005072004;    2887;  0.0113;  0.0000; -9.9900;  0.0000
2005072005;    2899;  0.0113;  0.0000; -9.9900;  0.0000
2005072006;    2912;  0.0114;  0.0000; -9.9900;  0.0000
2005072007;    2925;  0.0114;  0.0000; -9.9900;  0.1500
2005072008;    2925;  0.0114;  0.0000; -9.9900;  0.2700
2005072009;    2952;  0.0116;  0.0000; -9.9900;  0.3400
2005072010;    2999;  0.0117;  0.0000; -9.9900;  0.4200
2005072011;    2973;  0.0116;  0.0000; -9.9900;  0.4700
2005072012;    2985;  0.0117;  0.0000; -9.9900;  0.5000
2005072013;    2994;  0.0117;  0.0000; -9.9900;  0.5000
2005072014;    2970;  0.0116;  0.0000; -9.9900;  0.4700
2005072015;    2886;  0.0113;  0.0000; -9.9900;  0.4200
2005072016;    2817;  0.0110;  0.0000; -9.9900;  0.3400
2005072017;    2849;  0.0111;  0.0000; -9.9900;  0.2700
2005072018;    2862;  0.0112;  0.0000; -9.9900;  0.1500
2005072019;    2847;  0.0111;  0.0000; -9.9900;  0.0000
2005072020;    2833;  0.0111;  0.0000; -9.9900;  0.0000
2005072021;    2819;  0.0110;  0.0000; -9.9900;  0.0000
2005072022;    2805;  0.0110;  0.4700; -9.9900;  0.0000
2005072023;    2790;  0.0109;  2.2500; -9.9900;  0.0000
2005072100;    2776;  0.0109;  0.0500; -9.9900;  0.0000
2005072101;    2775;  0.0109;  0.0300; -9.9900;  0.0000
2005072102;    2783;  0.0109;  0.0000; -9.9900;  0.0000
2005072103;    2792;  0.0109;  0.0000; -9.9900;  0.0000
2005072104;    2800;  0.0110;  0.0000; -9.9900;  0.0000
2005072105;    2808;  0.0110;  0.0000; -9.9900;  0.0000
2005072106;    2816;  0.0110;  0.0000; -9.9900;  0.0000
2005072107;    2825;  0.0111;  0.0000; -9.9900;  0.1500
2005072108;    2833;  0.0111;  0.0000; -9.9900;  0.2600
2005072109;    2842;  0.0111;  0.0000; -9.9900;  0.3300
2005072110;    2853;  0.0112;  0.0000; -9.9900;  0.4100
2005072111;    2864;  0.0112;  0.0000; -9.9900;  0.4600
2005072112;    2875;  0.0113;  0.0000; -9.9900;  0.4900
2005072113;    2865;  0.0112;  0.0000; -9.9900;  0.4900
2005072114;    2838;  0.0111;  0.0000; -9.9900;  0.4600
2005072115;    2812;  0.0110;  0.0000; -9.9900;  0.4100
2005072116;    2785;  0.0109;  0.0000; -9.9900;  0.3300
2005072117;    2779;  0.0109;  0.0000; -9.9900;  0.2600
2005072118;    2799;  0.0110;  0.0000; -9.9900;  0.1500
2005072119;    2819;  0.0110;  0.0000; -9.9900;  0.0000
2005072120;    2840;  0.0111;  0.0000; -9.9900;  0.0000
2005072121;    2860;  0.0112;  0.0000; -9.9900;  0.0000
2005072122;    2862;  0.0112;  0.0600; -9.9900;  0.0000
2005072123;    2846;  0.0111;  0.0000; -9.9900;  0.0000
2005072200;    2830;  0.0111;  0.0000; -9.9900;  0.0000
2005072201;    2814;  0.0110;  0.0000; -9.9900;  0.0000
2005072202;    2803;  0.0110;  0.0100; -9.9900;  0.0000
2005072203;    2813;  0.0110;  0.0000; -9.9900;  0.0000
2005072204;    2825;  0.0111;  0.0100; -9.9900;  0.0000
2005072205;    2837;  0.0111;  0.0100; -9.9900;  0.0000
2005072206;    2849;  0.0111;  0.0000; -9.9900;  0.0000
2005072207;    2860;  0.0112;  0.0000; -9.9900;  0.1500
2005072208;    2872;  0.0112;  0.0000; -9.9900;  0.2700
2005072209;    2884;  0.0113;  0.0000; -9.9900;  0.3400
2005072210;    2896;  0.0113;  0.0000; -9.9900;  0.4200
2005072211;    2907;  0.0114;  0.0000; -9.9900;  0.4700
2005072212;    2897;  0.0113;  0.0000; -9.9900;  0.5000
2005072213;    2882;  0.0113;  0.0000; -9.9900;  0.5000
2005072214;    2868;  0.0112;  0.0000; -9.9900;  0.4700
2005072215;    2853;  0.0112;  0.0000; -9.9900;  0.4200
2005072216;    2837;  0.0111;  0.0000; -9.9900;  0.3400
2005072217;    2822;  0.0110;  0.0000; -9.9900;  0.2700
2005072218;    2812;  0.0110;  0.0000; -9.9900;  0.1500
2005072219;    2819;  0.0110;  0.0000; -9.9900;  0.0000
2005072220;    2826;  0.0111;  0.0000; -9.9900;  0.0000
2005072221;    2833;  0.0111;  0.0000; -9.9900;  0.0000
2005072222;    2840;  0.0111;  0.0000; -9.9900;  0.0000
2005072223;    2847;  0.0111;  0.0000; -9.9900;  0.0000
2005072300;    2854;  0.0112;  0.0000; -9.9900;  0.0000
2005072301;    2862;  0.0112;  0.0000; -9.9900;  0.0000
2005072302;    2869;  0.0112;  0.0000; -9.9900;  0.0000
2005072303;    2876;  0.0113;  0.0000; -9.9900;  0.0000
2005072304;    2883;  0.0113;  0.0000; -9.9900;  0.0000
2005072305;    2891;  0.0113;  0.0000; -9.9900;  0.0000
2005072306;    2898;  0.0113;  0.0000; -9.9900;  0.0000
2005072307;    2905;  0.0114;  0.0000; -9.9900;  0.1600
2005072308;    2913;  0.0114;  0.0000; -9.9900;  0.2900
2005072309;    2920;  0.0114;  0.0000; -9.9900;  0.3600
2005072310;    2927;  0.0115;  0.0000; -9.9900;  0.4500
2005072311;    2935;  0.0115;  0.0000; -9.9900;  0.5100
2005072312;    2942;  0.0115;  0.0000; -9.9900;  0.5400
2005072313;    2945;  0.0115;  0.0000; -9.9900;  0.5400
2005072314;    2910;  0.0114;  0.0000; -9.9900;  0.5100
2005072315;    2866;  0.0112;  0.0000; -9.9900;  0.4500
2005072316;    2823;  0.0110;  0.0000; -9.9900;  0.3600
2005072317;    2779;  0.0109;  0.0000; -9.9900;  0.2900
2005072318;    2758;  0.0108;  0.0000; -9.9900;  0.1600
2005072319;    2779;  0.0109;  0.0000; -9.9900;  0.0000
2005072320;    2790;  0.0109;  0.0000; -9.9900;  0.0000
2005072321;    2745;  0.0107;  0.0000; -9.9900;  0.0000
2005072322;    2705;  0.0106;  0.0000; -9.9900;  0.0000
2005072323;    2712;  0.0106;  0.0000; -9.9900;  0.0000
2005072400;    2721;  0.0106;  0.0000; -9.9900;  0.0000
2005072401;    2731;  0.0107;  0.0000; -9.9900;  0.0000
2005072402;    2740;  0.0107;  0.0000; -9.9900;  0.0000
2005072403;    2751;  0.0108;  0.0000; -9.9900;  0.0000
2005072404;    2760;  0.0108;  0.0000; -9.9900;  0.0000
2005072405;    2769;  0.0108;  0.0000; -9.9900;  0.0000
2005072406;    2780;  0.0109;  0.0000; -9.9900;  0.0000
2005072407;    2789;  0.0109;  0.0000; -9.9900;  0.1500
2005072408;    2798;  0.0109;  0.0000; -9.9900;  0.2700
2005072409;    2809;  0.0110;  0.0000; -9.9900;  0.3500
2005072410;    2830;  0.0111;  0.0000; -9.9900;  0.4300
2005072411;    2795;  0.0109;  0.0000; -9.9900;  0.4800
2005072412;    2735;  0.0107;  0.0000; -9.9900;  0.5100
2005072413;    2762;  0.0108;  0.0000; -9.9900;  0.5100
2005072414;    2732;  0.0107;  0.0000; -9.9900;  0.4800
2005072415;    2775;  0.0109;  0.0000; -9.9900;  0.4300
2005072416;    2737;  0.0107;  0.0000; -9.9900;  0.3500
2005072417;    2692;  0.0105;  0.0000; -9.9900;  0.2700
2005072418;    2681;  0.0105;  0.0000; -9.9900;  0.1500
2005072419;    2672;  0.0105;  0.0000; -9.9900;  0.0000
2005072420;    2663;  0.0104;  0.0000; -9.9900;  0.0000
2005072421;    2652;  0.0104;  0.0000; -9.9900;  0.0000
2005072422;    2643;  0.0103;  0.0000; -9.9900;  0.0000
2005072423;    2651;  0.0104;  0.0000; -9.9900;  0.0000
2005072500;    2665;  0.0104;  0.0000; -9.9900;  0.0000
2005072501;    2679;  0.0105;  0.0000; -9.9900;  0.0000
2005072502;    2693;  0.0105;  0.0000; -9.9900;  0.0000
2005072503;    2701;  0.0106;  0.0000; -9.9900;  0.0000
2005072504;    2703;  0.0106;  0.0000; -9.9900;  0.0000
2005072505;    2705;  0.0106;  0.0000; -9.9900;  0.0000
2005072506;    2707;  0.0106;  0.0000; -9.9900;  0.0000
2005072507;    2708;  0.0106;  0.0000; -9.9900;  0.1400
2005072508;    2710;  0.0106;  0.0000; -9.9900;  0.2500
2005072509;    2712;  0.0106;  0.0000; -9.9900;  0.3200
2005072510;    2714;  0.0106;  0.0000; -9.9900;  0.4000
2005072511;    2716;  0.0106;  0.0000; -9.9900;  0.4500
2005072512;    2718;  0.0106;  0.0000; -9.9900;  0.4800
2005072513;    2695;  0.0105;  0.0000; -9.9900;  0.4800
2005072514;    2670;  0.0104;  0.0000; -9.9900;  0.4500
2005072515;    2584;  0.0101;  0.0000; -9.9900;  0.4000
2005072516;    2588;  0.0101;  0.0000; -9.9900;  0.3200
2005072517;    2537;  0.0099;  0.0000; -9.9900;  0.2500
2005072518;    2580;  0.0101;  0.0000; -9.9900;  0.1400
2005072519;    2605;  0.0102;  0.0000; -9.9900;  0.0000
2005072520;    2593;  0.0101;  0.0000; -9.9900;  0.0000
2005072521;    2582;  0.0101;  0.0000; -9.9900;  0.0000
2005072522;    2570;  0.0101;  0.0000; -9.9900;  0.0000
2005072523;    2558;  0.0100;  0.0000; -9.9900;  0.0000
2005072600;    2546;  0.0100;  0.0000; -9.9900;  0.0000
2005072601;    2534;  0.0099;  0.0000; -9.9900;  0.0000
2005072602;    2523;  0.0099;  0.0000; -9.9900;  0.0000
2005072603;    2517;  0.0098;  0.0000; -9.9900;  0.0000
2005072604;    2562;  0.0100;  0.0000; -9.9900;  0.0000
2005072605;    2619;  0.0102;  0.0000; -9.9900;  0.0000
2005072606;    2675;  0.0105;  0.0000; -9.9900;  0.0000
2005072607;    2732;  0.0107;  0.0000; -9.9900;  0.1500
2005072608;    2725;  0.0107;  0.0000; -9.9900;  0.2700
2005072609;    2704;  0.0106;  0.0000; -9.9900;  0.3400
2005072610;    2746;  0.0107;  0.0000; -9.9900;  0.4200
2005072611;    2697;  0.0106;  0.0000; -9.9900;  0.4700
2005072612;    2702;  0.0106;  0.0000; -9.9900;  0.5000
2005072613;    2719;  0.0106;  0.0000; -9.9900;  0.5000
2005072614;    2656;  0.0104;  0.0000; -9.9900;  0.4700
2005072615;    2612;  0.0102;  0.0000; -9.9900;  0.4200
2005072616;    2601;  0.0102;  0.0000; -9.9900;  0.3400
2005072617;    2589;  0.0101;  0.0000; -9.9900;  0.2700
2005072618;    2577;  0.0101;  0.0000; -9.9900;  0.1500
2005072619;    2566;  0.0100;  0.0000; -9.9900;  0.0000
2005072620;    2554;  0.0100;  0.0000; -9.9900;  0.0000
2005072621;    2543;  0.0100;  0.0000; -9.9900;  0.0000
2005072622;    2533;  0.0099;  0.0000; -9.9900;  0.0000
2005072623;    2539;  0.0099;  0.0000; -9.9900;  0.0000
2005072700;    2550;  0.0100;  0.0000; -9.9900;  0.0000
2005072701;    2560;  0.0100;  0.0000; -9.9900;  0.0000
2005072702;    2571;  0.0101;  0.0000; -9.9900;  0.0000
2005072703;    2580;  0.0101;  0.0000; -9.9900;  0.0000
2005072704;    2591;  0.0101;  0.0000; -9.9900;  0.0000
2005072705;    2602;  0.0102;  0.0000; -9.9900;  0.0000
2005072706;    2592;  0.0101;  0.0000; -9.9900;  0.0000
2005072707;    2576;  0.0101;  0.0000; -9.9900;  0.1500
2005072708;    2660;  0.0104;  0.0000; -9.9900;  0.2600
2005072709;    2694;  0.0105;  0.0000; -9.9900;  0.3300
2005072710;    2727;  0.0107;  0.0000; -9.9900;  0.4100
2005072711;    2726;  0.0107;  0.0000; -9.9900;  0.4600
2005072712;    2688;  0.0105;  0.0000; -9.9900;  0.4900
2005072713;    2636;  0.0103;  0.0000; -9.9900;  0.4900
2005072714;    2622;  0.0103;  0.0000; -9.9900;  0.4600
2005072715;    2607;  0.0102;  0.0000; -9.9900;  0.4100
2005072716;    2592;  0.0101;  0.0000; -9.9900;  0.3300
